Feature,Importance
Unit1_t12,0.0022730879658610465
Hgb_t7,0.0022390737785543445
O2Sat_t10,0.0022254380525012717
Temp_t2,0.002220301779371146
PTT_t7,0.0022199151188711814
Calcium_t10,0.0022195156659654174
Phosphate_t9,0.002207056765180799
HCO3_t12,0.002197256016239033
DBP_t11,0.0021866318582582462
DBP_t6,0.002186626632884666
O2Sat_t5,0.0021856713892880798
Lactate_t11,0.002177610324095029
O2Sat_t7,0.0021756686357164022
O2Sat_t6,0.002149084254462946
PaCO2_t6,0.002144055310354695
WBC_t8,0.002128715964219703
O2Sat_t2,0.002108081963495433
Unit1_t1,0.002104007816082278
Lactate_t10,0.002076982745422941
HCO3_t10,0.002060019131899602
Unit2_t11,0.0020355046782524967
BaseExcess_t8,0.0020053271810246873
DBP_t8,0.001992689798548523
HCO3_t11,0.001979783286927436
PaCO2_t8,0.0019759429926148194
O2Sat_t3,0.0019445732886578895
Unit2_t6,0.0019410173452413311
WBC_t7,0.0019233929994760715
Platelets_t6,0.0019099242845448804
BUN_t6,0.0018844737251656998
Unit2_t10,0.0018843851165168937
PaCO2_t5,0.001880812858353519
Glucose_t6,0.0018797815963741086
O2Sat_t8,0.001860684746964307
Potassium_t7,0.0018157696529518708
pH_t5,0.0017939235123436458
Unit2_t8,0.001786288774876156
Magnesium_t7,0.001772639259760872
Unit2_t9,0.001764768741965267
Hgb_t6,0.0017632307215301232
Calcium_t9,0.001762290152344571
Creatinine_t8,0.00175793131306772
HCO3_t9,0.001702529105786854
O2Sat_t4,0.0017003581166201791
O2Sat_t1,0.00169897266211669
Phosphate_t7,0.0016913145860705397
Unit2_t7,0.00166052987714871
Unit2_t4,0.001651096089012525
Creatinine_t9,0.001639773568512146
Unit2_t1,0.001639079298351828
Magnesium_t8,0.001634211703415344
Glucose_t5,0.001603315338658651
PTT_t6,0.001563056154923368
HCO3_t7,0.0015588619713501279
WBC_t6,0.0015456956383824282
Chloride_t8,0.0015369711020258097
Hct_t4,0.0015269151979429086
Unit1_t6,0.0015205978264957358
Potassium_t6,0.001481833644629442
Calcium_t8,0.0014604928201649076
Unit2_t12,0.0014342187844049764
Lactate_t9,0.0014320581296161413
BaseExcess_t5,0.0014185896401847312
Platelets_t5,0.0014183749243881336
Chloride_t7,0.0013989069253739085
Unit1_t2,0.0013961848928991426
Phosphate_t6,0.0013953804282586506
Alkalinephos_t11,0.0013862869427932526
Chloride_t6,0.001366184718694046
Hct_t3,0.0013484645814231854
Unit1_t7,0.0013346272820236522
Unit1_t11,0.001326344956899877
HCO3_t8,0.0013029583873831153
pH_t4,0.0012965507940978919
Temp_t1,0.001288988112278505
Calcium_t7,0.001288902955812201
Hgb_t5,0.001276240202315018
Creatinine_t6,0.0012614506461996562
SaO2_t12,0.001257082242283279
pH_t3,0.001250637028966742
Lactate_t6,0.001234488830418311
Magnesium_t6,0.0011917921507753567
WBC_t5,0.0011792816117006317
BUN_t5,0.0011646247575664839
Potassium_t5,0.0011517758023682789
Unit1_t3,0.001149860088013773
Alkalinephos_t12,0.0011412885073825711
BaseExcess_t4,0.0011392974665463667
Phosphate_t5,0.001124765802629471
Unit2_t2,0.0011141724434752234
PaCO2_t4,0.0011048049823889938
Calcium_t6,0.0010902562766868839
AST_t11,0.0010900127850817498
AST_t12,0.0010888344430909189
BaseExcess_t6,0.0010742867915090526
Creatinine_t7,0.0010646458576101185
HCO3_t6,0.0009946300533686225
Magnesium_t5,0.000975743111696709
Glucose_t4,0.0009681094005699094
Hgb_t4,0.0009663538350015384
Unit2_t3,0.0009604223571886725
PTT_t5,0.0009473211241982062
HCO3_t5,0.0009229283449825302
Potassium_t4,0.0009179557906850344
SaO2_t10,0.0008907695857974723
Gender_t12,0.0008819024504401391
Gender_t4,0.0008603938794678368
PaCO2_t3,0.0008594787753979848
Alkalinephos_t10,0.0008593310704014455
SaO2_t7,0.0008578576885663871
AST_t10,0.0008574056713957608
AST_t9,0.0008285381805372388
Platelets_t4,0.0008075939574776175
Unit1_t4,0.0008068548169867603
Bilirubin_total_t12,0.0008023492530886457
SaO2_t11,0.000789871072507164
PTT_t4,0.0007864730279806581
FiO2_t2,0.0007861306581005992
Platelets_t3,0.0007697400258417949
Lactate_t8,0.0007589061248377148
Lactate_t3,0.000737536629241748
Lactate_t7,0.0007343730031065518
Chloride_t4,0.0007159568280523542
Lactate_t4,0.0007094125363059285
Gender_t9,0.0007081910953582453
Gender_t5,0.0007014219704138357
Gender_t7,0.0006985163505706437
Calcium_t5,0.0006952756758630374
Glucose_t3,0.0006944050125776122
BUN_t4,0.0006899055696879916
BaseExcess_t3,0.0006814613551003052
Bilirubin_total_t11,0.0006691805339454641
Gender_t1,0.0006626621991509461
WBC_t4,0.0006613850317545819
Gender_t11,0.0006603971650610042
Gender_t2,0.0006587337106565477
Creatinine_t5,0.000652283259317031
WBC_t3,0.000644973485720725
Unit1_t10,0.0006279702000760489
pH_t2,0.0006125141507745549
Gender_t10,0.0006074052499689163
Phosphate_t4,0.0006051325431550209
Fibrinogen_t12,0.0006032283313233811
SaO2_t8,0.0005958125240986005
Calcium_t4,0.0005798560970306556
Alkalinephos_t9,0.0005759150320833125
Hct_t2,0.0005750066981435964
Lactate_t5,0.0005646974944451712
PTT_t3,0.000554783528882437
Gender_t6,0.0005530711190736519
Creatinine_t4,0.0005486849441270273
AST_t8,0.0005475209606910544
Alkalinephos_t7,0.0005448080225413713
Chloride_t5,0.0005420680481191784
SaO2_t9,0.0005396104205350071
Bilirubin_total_t9,0.0005388918963796056
Potassium_t2,0.0005337231684251684
Magnesium_t4,0.0005330416493434382
Bilirubin_total_t10,0.000523732362423038
Potassium_t3,0.0005226637673723549
Phosphate_t3,0.0005200420461891606
Fibrinogen_t7,0.0005178187902484119
BUN_t3,0.0005093804056438508
SaO2_t6,0.0005072637852922762
Glucose_t2,0.0005049412723440144
Alkalinephos_t6,0.0004980081049704851
Alkalinephos_t8,0.000490927508054705
Magnesium_t3,0.0004899047548103961
Gender_t3,0.00047644612145748675
Fibrinogen_t9,0.00047386466742893737
WBC_t2,0.00046923876347503885
Creatinine_t3,0.0004604347801221642
SaO2_t5,0.0004600877275130856
Fibrinogen_t10,0.0004564564815828725
Calcium_t3,0.00045301984677533175
Bilirubin_total_t8,0.0004431065427967652
BaseExcess_t2,0.00043706581720579467
Unit1_t8,0.00042534571990044545
Hgb_t2,0.00041494959520731796
Phosphate_t2,0.00040787648289203386
PaCO2_t2,0.0004066269260535899
Hgb_t3,0.00040260309471481056
Platelets_t2,0.0003977119141597932
HCO3_t4,0.00039222359199652903
Chloride_t3,0.0003876400383342746
HCO3_t3,0.00038135172973693157
Gender_t8,0.0003708724300287903
Fibrinogen_t6,0.00037016480719375485
Fibrinogen_t8,0.00036234550249186683
Lactate_t2,0.00035673525467635824
Fibrinogen_t11,0.0003530943502380901
Alkalinephos_t3,0.00033700159238383786
Chloride_t2,0.00033597220671991606
AST_t6,0.00033578938867353636
AST_t7,0.00033029327931066987
pH_t1,0.00030873028654681314
Bilirubin_total_t6,0.000298019530646349
AST_t4,0.00029216546140776046
Creatinine_t2,0.00029119367900432334
WBC_t1,0.00028048810962498315
Calcium_t2,0.00028034311103181233
Alkalinephos_t4,0.0002734234716740571
Hct_t1,0.00026845176873975784
PTT_t2,0.00026153482378476323
BUN_t2,0.0002580486491718678
Hgb_t1,0.0002572180843504206
PaCO2_t1,0.00025306664832407474
Glucose_t1,0.0002492541304344855
SaO2_t4,0.00024860396190672806
Bilirubin_total_t5,0.00024259087465145767
Bilirubin_total_t7,0.00023906609560249255
FiO2_t1,0.00023779708965915763
BaseExcess_t1,0.00022460079364512123
AST_t3,0.00022351678013230006
HCO3_t1,0.00020751831781698553
Magnesium_t2,0.00019580904330662854
PTT_t1,0.00019539607861580614
Bilirubin_total_t3,0.0001849531237428173
Fibrinogen_t3,0.00017815857033623157
Creatinine_t1,0.00017511407302791442
HCO3_t2,0.0001725036094120722
Alkalinephos_t5,0.0001692387388485867
AST_t5,0.00016775390560063824
Magnesium_t1,0.00014922027214777435
Alkalinephos_t2,0.00014417062210066387
SaO2_t2,0.00014193539255895807
BUN_t1,0.00013708974201082219
Potassium_t1,0.00013330451538497634
Calcium_t1,0.00012973142161548824
Fibrinogen_t5,0.0001232027036555654
Platelets_t1,0.00011712500948973625
Chloride_t1,0.00011176917131060274
SaO2_t3,0.00011093126651657504
Bilirubin_total_t4,0.00010531274675800368
Phosphate_t1,8.84331897761753e-05
Lactate_t1,8.157771537283175e-05
AST_t2,7.133879108406319e-05
Alkalinephos_t1,6.950175440817833e-05
Bilirubin_direct_t7,6.460300327133739e-05
Bilirubin_total_t2,6.455286203815044e-05
Fibrinogen_t4,5.6460504782943104e-05
Fibrinogen_t1,5.5032674326774084e-05
Bilirubin_direct_t12,4.072783823728837e-05
SaO2_t1,3.660222532310957e-05
AST_t1,3.374619866516577e-05
Bilirubin_direct_t3,2.475300908483956e-05
Fibrinogen_t2,2.078672060529261e-05
Bilirubin_total_t1,1.9535529946880177e-05
Bilirubin_direct_t6,9.203686638162256e-06
Bilirubin_direct_t10,8.347377509883129e-06
Bilirubin_direct_t8,7.87605288771779e-06
Bilirubin_direct_t9,2.6109690630072927e-06
Bilirubin_direct_t4,3.4035748630586755e-17
TroponinI_t10,1.9245098612626474e-17
TroponinI_t9,1.6136677064562567e-18
TroponinI_t12,6.737957218230974e-19
TroponinI_t8,5.321400133197938e-19
TroponinI_t4,3.8526476968084603e-19
TroponinI_t6,2.876671498717845e-19
TroponinI_t11,2.1544426179201082e-19
Bilirubin_direct_t11,1.7358239526197923e-19
TroponinI_t1,0.0
TroponinI_t7,0.0
TroponinI_t5,0.0
TroponinI_t2,0.0
Bilirubin_direct_t2,0.0
Bilirubin_direct_t5,0.0
TroponinI_t3,0.0
Bilirubin_direct_t1,0.0
